County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Chenango,1998,1116,218,8,46,30,134,898,20,208,204,466
Chenango,1999,1124,249,8,61,30,150,875,14,175,233,453
Chenango,2000,1136,274,12,60,31,171,862,24,182,184,472
Chenango,2001,1070,237,10,52,34,141,833,12,185,239,397
Chenango,2002,1245,264,8,70,24,162,981,21,230,237,493
Chenango,2003,1220,291,21,60,23,187,929,32,240,260,397
Chenango,2004,1224,300,19,59,31,191,924,38,244,220,422
Chenango,2005,1113,261,15,66,35,145,852,18,235,207,392
Chenango,2006,1188,283,13,57,37,176,905,39,239,249,378
Chenango,2007,1114,234,17,48,31,138,880,30,216,254,380
Chenango,2008,1055,209,14,37,22,136,846,38,203,232,373
Chenango,2009,1167,266,43,48,26,149,901,43,213,261,384
Chenango,2010,1105,285,25,47,34,179,820,54,182,234,350
Chenango,2011,1131,330,22,71,35,202,801,63,176,244,318
Chenango,2012,1177,268,22,43,27,176,909,87,151,344,327
Chenango,2013,1046,254,33,47,35,139,792,89,142,284,277
Chenango,2014,987,266,50,51,19,146,721,86,100,265,270
Chenango,2015,817,254,52,39,18,145,563,60,105,191,207
Chenango,2016,847,244,41,55,12,136,603,55,97,240,211
Chenango,2017,782,240,65,44,14,117,542,59,83,190,210
Clinton,1970,333,185,84,7,0,94,148,113,2,5,28
Clinton,1971,409,132,18,27,2,85,277,125,59,39,54
Clinton,1972,787,232,69,34,3,126,555,82,230,117,126
Clinton,1973,728,253,61,39,3,150,475,114,86,169,106
Clinton,1974,1217,429,233,25,8,163,788,410,56,150,172
Clinton,1975,1452,464,228,38,7,191,988,474,12,336,166
Clinton,1976,1632,483,223,30,7,223,1149,463,16,391,279
Clinton,1977,1332,318,86,45,20,167,1014,190,11,515,298
Clinton,1978,1219,327,26,57,17,227,892,71,20,482,319
Clinton,1979,1677,415,13,68,27,307,1262,54,259,597,352
Clinton,1980,1683,357,27,55,22,253,1326,59,284,638,345
Clinton,1981,1836,404,30,100,20,254,1432,87,392,661,292
Clinton,1982,1741,354,13,97,29,215,1387,55,410,604,318
Clinton,1983,1800,368,22,106,26,214,1432,86,524,509,313
Clinton,1984,1623,312,7,63,26,216,1311,59,505,460,287
Clinton,1985,1509,313,27,78,30,178,1196,56,512,381,247
Clinton,1986,1576,409,22,102,36,249,1167,67,389,400,311
Clinton,1987,1624,372,41,84,30,217,1252,99,417,465,271
Clinton,1988,1731,316,30,83,31,172,1415,130,552,446,287
Clinton,1989,1880,419,46,112,43,218,1461,105,510,489,357
Clinton,1990,2104,464,25,113,50,276,1640,44,559,592,445
Clinton,1991,2075,385,20,121,45,199,1690,34,459,731,466
Clinton,1992,1939,469,56,112,55,246,1470,30,488,519,433
Clinton,1993,1996,458,26,111,73,248,1538,42,526,521,449
Clinton,1994,1970,450,20,98,59,273,1520,34,439,518,529
Clinton,1995,2177,438,49,92,74,223,1739,39,476,468,756
Clinton,1996,2152,489,27,116,67,279,1663,30,442,420,771
Clinton,1997,2129,571,84,127,59,301,1558,35,414,393,716
Clinton,1998,1771,465,49,119,66,231,1306,28,379,322,577
Clinton,1999,1924,466,33,91,68,274,1458,32,387,418,621
Clinton,2000,1856,497,37,85,83,292,1359,53,336,410,560
Clinton,2001,1981,506,52,99,55,300,1475,60,345,393,677
Clinton,2002,2018,532,76,103,71,282,1486,42,408,409,627
Clinton,2003,2045,590,104,120,46,320,1455,52,391,412,600
Clinton,2004,2024,519,77,105,67,270,1505,54,418,379,654
Clinton,2005,2058,569,73,128,74,294,1489,46,381,430,632
Clinton,2006,2147,558,80,98,55,325,1589,58,433,431,667
Clinton,2007,2125,610,79,131,74,326,1515,50,369,455,641
Clinton,2008,2153,601,97,138,63,303,1552,65,432,423,632
Clinton,2009,2002,548,97,123,51,277,1454,73,405,451,525
Clinton,2010,2053,556,119,101,63,273,1497,88,369,501,539
Clinton,2011,2152,623,79,143,64,337,1529,120,383,504,522
Clinton,2012,2129,664,147,110,65,342,1465,126,354,508,477
Clinton,2013,2093,651,161,125,44,321,1442,135,315,539,453
Clinton,2014,2084,609,139,98,44,328,1475,144,272,646,413
Clinton,2015,2009,527,113,86,53,275,1482,131,352,557,442
Clinton,2016,1963,523,108,79,47,289,1440,178,386,450,426
Clinton,2017,1935,650,103,103,65,379,1285,140,318,409,418
Columbia,1970,210,137,24,37,1,75,73,42,1,3,27
Columbia,1971,253,120,12,19,0,89,133,31,14,30,58
Columbia,1972,505,168,24,34,2,108,337,26,61,114,136
Columbia,1973,691,205,52,30,4,119,486,89,90,159,148
Columbia,1974,754,196,25,33,6,132,558,105,70,184,199
Columbia,1975,944,220,41,20,6,153,724,107,174,264,179
Columbia,1976,917,234,47,39,5,143,683,103,163,205,212
Columbia,1977,761,189,20,28,11,130,572,41,146,212,173
Columbia,1978,960,219,17,42,13,147,741,31,245,238,227
Columbia,1979,1137,321,29,66,17,209,816,43,279,235,259
Columbia,1980,1183,276,13,68,12,183,907,36,233,294,344
Columbia,1981,1149,264,12,57,17,178,885,16,252,264,353
Columbia,1982,1293,347,39,99,14,195,946,26,289,260,371
Columbia,1983,1390,346,37,91,20,198,1044,34,372,290,348
Columbia,1984,1363,310,45,90,29,146,1053,28,318,305,402
Columbia,1985,1358,319,21,83,16,199,1039,27,277,326,409
Columbia,1986,1228,284,29,86,16,153,944,27,256,296,365
Columbia,1987,1304,289,19,100,16,154,1015,26,272,327,390
Columbia,1988,1364,343,66,101,17,159,1021,57,258,341,365
Columbia,1989,1518,392,87,103,27,175,1126,74,327,292,433
Columbia,1990,1749,477,66,134,54,223,1272,58,343,415,456
Columbia,1991,1785,460,62,156,33,209,1325,68,284,424,549
Columbia,1992,1428,428,73,124,40,191,1000,50,225,276,449
Columbia,1993,1146,322,64,86,30,142,824,28,182,237,377
Columbia,1994,1132,331,42,98,48,143,801,42,215,220,324
Columbia,1995,1430,391,87,100,36,168,1039,72,231,262,474
Columbia,1996,1521,402,106,99,36,161,1119,77,192,350,500
Columbia,1997,1447,432,91,120,50,171,1015,78,183,277,477
Columbia,1998,1327,369,46,117,31,175,958,57,197,251,453
Columbia,1999,1372,320,44,89,36,151,1052,76,216,305,455
Columbia,2000,1341,291,59,45,47,140,1050,94,230,263,463
Columbia,2001,1372,304,48,81,54,121,1068,130,208,279,451
Columbia,2002,1233,268,49,64,36,119,965,102,168,223,472
Columbia,2003,1353,296,34,75,31,156,1057,98,276,239,444
Columbia,2004,1394,287,31,49,40,167,1107,130,313,240,424
Columbia,2005,1374,322,41,77,38,166,1052,105,233,256,458
Columbia,2006,1407,373,71,89,45,168,1034,168,196,234,436
Columbia,2007,1505,364,41,95,46,182,1141,136,273,258,474
Columbia,2008,1534,418,51,99,38,230,1116,122,240,286,468
Columbia,2009,1488,401,31,96,62,212,1087,122,265,276,424
Columbia,2010,1541,364,28,98,63,175,1177,105,344,240,488
Columbia,2011,1413,415,52,98,59,206,998,103,230,229,436
Columbia,2012,1262,361,34,96,42,189,901,116,175,235,375
Columbia,2013,1332,329,65,84,34,146,1003,172,185,282,364
Columbia,2014,1301,293,43,53,44,153,1008,166,217,252,373
Columbia,2015,1155,282,45,49,38,150,873,144,153,258,318
Columbia,2016,1089,281,33,62,37,149,808,158,155,212,283
Columbia,2017,1243,318,76,53,27,162,925,224,190,202,309
Cortland,1970,73,48,12,4,0,32,25,12,0,1,12
Cortland,1971,225,38,5,2,2,29,187,29,58,45,55
Cortland,1972,397,106,22,16,3,65,291,58,55,92,86
Cortland,1973,507,122,39,11,0,72,385,77,43,92,173
Cortland,1974,527,138,19,12,0,107,389,79,24,122,164
Cortland,1975,731,140,30,8,0,102,591,97,129,203,162
Cortland,1976,913,135,39,8,4,84,778,91,220,211,256
Cortland,1977,768,129,11,15,0,103,639,51,178,203,207
Cortland,1978,837,150,5,28,5,112,687,27,184,247,229
Cortland,1979,1060,206,7,42,2,155,854,10,256,352,236
Cortland,1980,1282,219,20,32,10,157,1063,27,330,334,372
Cortland,1981,1202,226,19,49,7,151,976,39,312,288,337
Cortland,1982,1372,281,7,75,11,188,1091,42,415,304,330
Cortland,1983,1289,207,6,52,12,137,1082,17,403,309,353
Cortland,1984,1282,181,2,57,4,118,1101,7,445,286,363
Cortland,1985,1404,191,14,53,0,124,1213,25,477,319,392
Cortland,1986,1361,245,5,85,2,153,1116,12,310,357,437
Cortland,1987,1432,175,19,50,1,105,1257,14,308,437,498
Cortland,1988,1421,188,17,66,5,100,1233,13,359,358,503
Cortland,1989,1487,186,30,41,1,114,1301,19,365,338,579
Cortland,1990,1511,183,17,47,5,114,1328,7,392,388,541
Cortland,1991,1514,186,11,50,4,121,1328,11,396,411,510
Cortland,1992,1502,181,12,39,12,118,1321,9,409,373,530
Cortland,1993,1344,200,9,73,4,114,1144,10,345,343,446
Cortland,1994,1343,198,8,72,4,114,1145,27,316,350,452
Cortland,1995,1522,261,19,83,7,152,1261,21,293,377,570
Cortland,1996,1704,228,18,72,2,136,1476,25,285,463,703
Cortland,1997,1417,244,7,73,14,150,1173,24,250,319,580
Cortland,1998,1332,267,8,75,15,169,1065,14,245,264,542
Cortland,1999,1448,298,24,72,35,167,1150,28,328,266,528
Cortland,2000,1610,337,15,91,50,181,1273,35,280,314,644
Cortland,2001,1388,285,28,79,28,150,1103,35,267,274,527
Cortland,2002,1562,277,15,82,31,149,1285,33,334,292,626
Cortland,2003,1613,349,29,94,37,189,1264,36,298,311,619
Cortland,2004,1403,309,23,77,29,180,1094,35,246,274,539
Cortland,2005,1421,366,31,89,35,211,1055,31,242,275,507
Cortland,2006,1202,313,30,75,26,182,889,27,211,231,420
Cortland,2007,1297,317,57,43,32,185,980,24,254,272,430
Cortland,2008,1283,311,27,67,38,179,972,26,240,240,466
Cortland,2009,1359,396,41,97,32,226,963,29,264,262,408
Cortland,2010,1269,349,34,93,39,183,920,54,222,268,376
Cortland,2011,1555,414,49,103,42,220,1141,74,275,351,441
Cortland,2012,1526,403,40,84,29,250,1123,50,253,406,414
Cortland,2013,1413,371,70,52,29,220,1042,75,251,323,393
Cortland,2014,1543,448,100,93,34,221,1095,112,179,407,397
Cortland,2015,1387,384,62,71,32,219,1003,123,149,350,381
Cortland,2016,1349,421,98,78,38,207,928,123,131,352,322
Cortland,2017,1383,399,88,54,34,223,984,170,134,386,294
Delaware,1970,151,77,7,14,2,54,74,43,0,13,18
Delaware,1971,231,69,7,7,5,50,162,66,10,30,56
Delaware,1972,417,128,26,12,2,88,289,46,33,91,119
Delaware,1973,566,140,37,23,2,78,426,131,27,112,156
Delaware,1974,589,147,23,22,5,97,442,66,39,140,197
Delaware,1975,679,185,38,20,8,119,494,53,38,190,213
Delaware,1976,537,111,22,16,4,69,426,29,32,205,160
Delaware,1977,564,183,18,22,5,138,381,24,24,180,153
Delaware,1978,621,175,24,18,7,126,446,31,43,199,173
Delaware,1979,693,171,15,20,8,128,522,24,64,255,179
Delaware,1980,736,145,10,21,10,104,591,36,104,235,216
Delaware,1981,809,165,9,39,13,104,644,17,120,284,223
Delaware,1982,842,160,8,37,7,108,682,14,180,245,243
Delaware,1983,753,180,9,41,21,109,573,19,150,187,217
Delaware,1984,885,154,13,41,13,87,731,6,234,220,271
Delaware,1985,919,159,11,29,7,112,760,11,242,271,236
Delaware,1986,949,199,5,39,12,143,750,16,210,258,266
Delaware,1987,1073,186,11,38,25,112,887,14,278,275,320
Delaware,1988,1178,198,15,41,19,123,980,20,289,296,375
Delaware,1989,1375,231,14,49,25,143,1144,11,336,326,471
Delaware,1990,1389,243,13,52,35,143,1146,15,318,325,488
Delaware,1991,1335,226,10,47,22,147,1109,19,278,302,510
Delaware,1992,1301,256,9,62,37,148,1045,8,279,296,462
Delaware,1993,1381,248,10,70,28,140,1133,9,291,298,535
Delaware,1994,1330,202,8,46,21,127,1128,4,300,332,492
Delaware,1995,1377,232,8,57,28,139,1145,22,281,304,538
Delaware,1996,1348,255,15,73,31,136,1093,17,249,293,534
Delaware,1997,1228,231,7,46,27,151,997,14,218,243,522
Delaware,1998,1119,187,10,34,30,113,932,18,196,237,481
Delaware,1999,1056,198,13,50,36,99,858,15,223,198,422
Delaware,2000,1141,220,34,55,21,110,921,23,279,164,455
Delaware,2001,1165,235,14,41,30,150,930,33,257,205,435
Delaware,2002,1228,298,28,83,35,152,930,28,244,215,443
Delaware,2003,1070,248,14,85,26,123,822,24,225,205,368
Delaware,2004,1003,232,26,46,25,135,771,18,214,180,359
Delaware,2005,1024,269,23,60,36,150,755,21,238,180,316
Delaware,2006,1074,239,22,61,26,130,835,19,251,177,388
Delaware,2007,1129,257,25,40,31,161,872,35,252,182,403
Delaware,2008,1132,299,43,55,39,162,833,37,238,210,348
Delaware,2009,1053,250,29,45,39,137,803,37,231,175,360
Delaware,2010,1045,238,24,51,36,127,807,61,185,208,353
Delaware,2011,969,240,28,72,26,114,729,67,174,174,314
Delaware,2012,1051,265,49,49,38,129,786,61,188,223,314
Delaware,2013,1052,275,65,56,27,127,777,78,151,234,314
Delaware,2014,1047,283,53,48,27,155,764,65,131,271,297
Delaware,2015,926,229,33,41,28,127,697,64,145,203,285
Delaware,2016,979,340,94,52,20,174,639,86,144,132,277
Delaware,2017,925,267,70,37,31,129,658,102,107,164,285
Dutchess,1970,1240,408,74,87,10,237,832,191,56,164,421
Dutchess,1971,1896,629,184,117,9,319,1267,292,126,295,554
Dutchess,1972,2199,689,144,163,11,371,1510,214,243,395,658
Dutchess,1973,2596,745,176,167,17,385,1851,354,285,504,708
Dutchess,1974,2845,979,210,198,14,557,1866,258,270,619,719
Dutchess,1975,3117,1000,137,224,18,621,2117,273,300,711,833
Dutchess,1976,3680,1114,176,271,25,642,2566,271,438,996,861
Dutchess,1977,3504,1030,102,282,47,599,2474,201,424,1014,835
Dutchess,1978,3515,878,41,219,35,583,2637,98,657,1039,843
Dutchess,1979,3891,1069,76,266,34,693,2822,84,637,1215,886
Dutchess,1980,4425,1063,56,247,42,718,3362,122,911,1330,999
Dutchess,1981,4370,1100,64,285,43,708,3270,109,1087,1260,814
Dutchess,1982,4965,1273,118,426,87,642,3692,172,1325,1177,1018
Dutchess,1983,4859,1258,69,414,114,661,3601,124,1478,1026,973
Dutchess,1984,5136,1166,80,381,118,587,3970,183,1599,1114,1074
Dutchess,1985,5076,1310,88,428,118,676,3766,158,1454,1172,982
Dutchess,1986,5119,1386,120,408,128,730,3733,201,1212,1137,1183
Dutchess,1987,5962,1426,151,404,139,732,4536,269,1465,1582,1220
Dutchess,1988,6526,1596,209,456,159,772,4930,431,1343,1691,1465
Dutchess,1989,7313,1781,406,475,192,708,5532,421,1509,1978,1624
Dutchess,1990,7008,1757,296,465,215,781,5251,295,1474,1814,1668
Dutchess,1991,7020,1782,341,468,225,748,5238,257,1402,1826,1753
Dutchess,1992,6862,1764,329,449,202,784,5098,213,1382,1741,1762
Dutchess,1993,6476,1725,359,414,199,753,4751,253,1308,1525,1665
Dutchess,1994,6498,1613,376,330,179,728,4885,299,1325,1569,1692
Dutchess,1995,5848,1572,373,360,168,671,4276,225,941,1434,1676
Dutchess,1996,6097,1556,352,359,167,678,4541,283,922,1543,1793
Dutchess,1997,5708,1520,281,354,124,761,4188,233,877,1331,1747
Dutchess,1998,5646,1517,228,319,137,833,4129,264,865,1316,1684
Dutchess,1999,5310,1356,236,307,134,679,3954,293,954,1205,1502
Dutchess,2000,5385,1381,258,273,150,700,4004,245,1084,1151,1524
Dutchess,2001,5790,1487,218,318,153,798,4303,231,1156,1170,1746
Dutchess,2002,5575,1542,235,313,152,842,4033,267,1069,1018,1679
Dutchess,2003,5524,1495,236,359,146,754,4029,261,1195,1051,1522
Dutchess,2004,5724,1560,232,328,164,836,4164,318,1241,1069,1536
Dutchess,2005,5727,1621,263,365,196,797,4106,289,1252,1027,1538
Dutchess,2006,5651,1587,231,375,178,803,4064,353,1305,947,1459
Dutchess,2007,5730,1499,166,306,208,819,4231,306,1448,1074,1403
Dutchess,2008,5957,1666,173,368,227,898,4291,335,1407,1188,1361
Dutchess,2009,5995,1582,178,377,191,836,4413,357,1258,1330,1468
Dutchess,2010,5999,1766,200,434,243,889,4233,432,1263,1195,1343
Dutchess,2011,5708,1544,206,331,180,827,4164,484,1084,1162,1434
Dutchess,2012,5762,1610,226,364,151,869,4152,504,985,1213,1450
Dutchess,2013,5397,1515,194,355,157,809,3882,487,918,1195,1282
Dutchess,2014,5171,1510,208,295,173,834,3661,565,942,1048,1106
Dutchess,2015,4907,1471,184,323,160,804,3436,461,914,1031,1030
Dutchess,2016,5095,1524,239,260,182,843,3571,570,957,1015,1029
Dutchess,2017,5239,1528,267,263,131,867,3711,696,1004,943,1068
Erie,1970,6966,3136,520,988,20,1608,3830,1128,711,1014,977
Erie,1971,8984,3480,543,1112,17,1808,5504,1229,986,1730,1559
Erie,1972,13293,4005,790,1275,24,1916,9288,1775,1566,2950,2997
Erie,1973,13918,4146,795,1312,27,2012,9772,1586,1694,2943,3549
Erie,1974,15055,5043,1327,1277,37,2402,10012,1528,1436,3441,3607
Erie,1975,15784,5328,1145,1652,56,2475,10456,1425,1659,3754,3618
Erie,1976,17363,4996,875,1568,101,2452,12367,1491,2752,4268,3856
Erie,1977,14728,4611,426,1440,153,2592,10117,785,2000,4021,3311
Erie,1978,18583,5268,384,1656,125,3103,13315,790,2931,4937,4657
Erie,1979,19090,5287,271,1903,153,2960,13803,684,2521,5573,5025
Erie,1980,17821,5033,283,1713,126,2911,12788,713,2465,5295,4315
Erie,1981,18430,5320,313,1772,144,3091,13110,614,2547,5765,4184
Erie,1982,20792,5686,400,2080,174,3032,15106,827,4268,5507,4504
Erie,1983,19980,5026,274,2009,238,2505,14954,934,4412,5110,4498
Erie,1984,20614,5206,282,2115,247,2562,15408,967,4382,5229,4830
Erie,1985,20451,5263,346,2061,282,2574,15188,1164,3620,5371,5033
Erie,1986,21803,5518,387,2153,322,2656,16285,1211,3555,5991,5528
Erie,1987,23387,5929,505,2208,328,2888,17458,1534,3284,6613,6027
Erie,1988,22972,5659,558,2176,312,2613,17313,1333,3468,6208,6304
Erie,1989,24751,6415,882,2514,315,2704,18336,1476,3489,6519,6852
Erie,1990,27398,7250,955,2852,314,3129,20148,1767,3813,7292,7276
Erie,1991,26716,7380,1077,2781,310,3212,19336,1965,3341,7453,6577
Erie,1992,26284,7889,1625,2762,292,3210,18395,2406,3052,7092,5845
Erie,1993,26572,8133,1774,2706,260,3393,18439,2891,2937,6688,5923
Erie,1994,26777,8236,1779,2852,297,3308,18541,2648,3000,6829,6064
Erie,1995,27768,8491,1710,2928,332,3521,19277,2690,2821,6775,6991
Erie,1996,28699,8823,1840,2982,294,3707,19876,3199,2580,6581,7516
Erie,1997,30231,9254,1875,3072,353,3954,20977,3631,2604,6562,8180
Erie,1998,28521,8702,1690,2804,311,3897,19819,2853,2581,6130,8255
Erie,1999,27611,8344,1541,2598,294,3911,19267,2941,2592,5541,8193
Erie,2000,26870,8244,1277,2543,336,4088,18626,2495,2739,5417,7975
Erie,2001,25800,8122,1386,2533,391,3812,17678,2428,2636,5172,7442
Erie,2002,25944,8305,1505,2584,423,3793,17639,2433,2581,5295,7330
Erie,2003,26290,7996,1229,2499,505,3763,18294,2593,2674,5715,7312
Erie,2004,25690,7836,1230,2481,420,3705,17854,2655,2738,5290,7171
Erie,2005,25877,7905,1282,2535,440,3648,17972,2843,2782,5435,6912
Erie,2006,27517,8533,1577,2705,541,3710,18984,3651,2782,5339,7212
Erie,2007,27071,8582,1930,2429,490,3733,18489,3564,2558,5482,6885
Erie,2008,27864,8671,1733,2531,504,3903,19193,3850,2781,5624,6938
Erie,2009,27845,8617,1496,2594,457,4070,19228,3492,2768,5699,7269
Erie,2010,27307,8487,1424,2543,576,3944,18820,3489,2514,5873,6944
Erie,2011,27262,8424,1313,2477,522,4112,18838,3327,2486,6258,6767
Erie,2012,27537,8151,1184,2303,507,4157,19386,3636,2365,6415,6970
Erie,2013,27882,7725,1079,2214,447,3985,20157,4017,2400,6428,7312
Erie,2014,25821,7446,993,2208,431,3814,18375,3791,2302,5970,6312
Erie,2015,23191,6833,884,2093,364,3492,16358,3478,1979,5206,5695
Erie,2016,22603,6852,1016,2056,309,3471,15751,3169,1963,5293,5326
Erie,2017,20886,6516,1030,1809,316,3361,14370,3053,1916,4596,4805
Essex,1970,176,102,19,15,2,66,74,46,0,8,20
Essex,1971,307,122,34,9,6,73,185,57,45,51,32
Essex,1972,479,122,18,17,5,82,357,30,148,82,97
Essex,1973,535,137,32,16,7,82,398,63,167,89,79
Essex,1974,661,167,38,28,4,97,494,89,190,126,89
Essex,1975,905,191,34,31,8,118,714,156,281,147,130
Essex,1976,875,234,65,31,7,131,641,168,228,117,128
Essex,1977,767,185,30,20,11,124,582,121,131,163,167
Essex,1978,700,170,16,25,10,119,530,26,150,153,201
Essex,1979,761,233,8,25,25,175,528,50,96,217,165
Essex,1980,921,223,7,29,23,164,698,44,237,244,173
Essex,1981,913,223,6,64,14,139,690,47,228,205,210
Essex,1982,928,210,10,75,24,101,718,23,261,191,243
Essex,1983,689,170,4,30,14,122,519,13,175,170,161
Essex,1984,755,170,2,48,17,103,585,8,241,174,162
Essex,1985,709,129,3,25,19,82,580,8,273,153,146
Essex,1986,828,210,3,33,22,152,618,18,266,178,156
Essex,1987,639,138,4,33,17,84,501,15,251,120,115
Essex,1988,685,157,10,46,17,84,528,19,257,128,124
Essex,1989,688,153,8,34,20,91,535,12,238,144,141
Essex,1990,775,207,20,38,20,129,568,19,242,151,156
Essex,1991,703,185,9,40,15,121,518,5,247,138,128
Essex,1992,712,172,6,37,23,106,540,5,218,136,181
Essex,1993,688,168,9,47,23,89,520,11,196,113,200
Essex,1994,704,188,11,59,15,103,516,10,194,130,182
Essex,1995,796,160,10,45,21,84,636,10,213,154,259
Essex,1996,820,221,4,57,22,138,599,8,169,136,286
Essex,1997,735,187,19,40,19,109,548,8,159,122,259
Essex,1998,766,193,12,44,24,113,573,9,196,100,268
Essex,1999,779,201,18,55,23,105,578,14,200,103,261
Essex,2000,827,216,18,55,24,119,611,12,194,137,268
Essex,2001,700,187,8,43,22,114,513,12,190,109,202
Essex,2002,916,232,20,40,26,146,684,19,270,121,274
Essex,2003,960,213,29,32,26,126,747,27,292,133,295
Essex,2004,995,255,49,42,24,140,740,44,267,125,304
Essex,2005,902,207,23,30,29,125,695,27,274,125,269
Essex,2006,1142,283,60,32,32,159,859,63,367,128,301
Essex,2007,1012,236,26,36,41,133,776,44,276,136,320
Essex,2008,971,232,24,42,47,119,739,27,240,119,353
Essex,2009,827,218,30,39,31,118,609,27,177,129,276
Essex,2010,892,233,37,39,26,131,659,36,207,150,266
Essex,2011,764,228,40,45,25,118,536,36,153,165,182
Essex,2012,719,229,21,60,21,127,490,28,108,148,206
Essex,2013,723,217,28,45,24,120,506,41,129,119,217
Essex,2014,699,246,62,42,24,118,453,46,110,93,204
Essex,2015,635,193,36,27,19,111,442,46,133,86,177
Essex,2016,721,209,40,31,22,116,512,63,148,97,204
Essex,2017,684,197,36,33,22,106,487,65,122,132,168
Franklin,1970,123,90,17,8,1,64,33,16,0,3,14
Franklin,1971,289,128,41,14,7,66,161,32,44,48,37
Franklin,1972,666,113,19,17,10,67,553,44,202,127,180
Franklin,1973,721,144,28,17,7,92,577,92,169,132,184
Franklin,1974,893,201,38,26,8,129,692,140,144,188,220
Franklin,1975,939,199,46,37,11,105,740,129,127,221,263
Franklin,1976,902,184,35,19,5,125,718,124,107,218,269
Franklin,1977,889,165,14,25,5,121,724,68,136,231,289
Franklin,1978,968,198,11,24,32,131,770,41,180,258,291
Franklin,1979,910,211,6,44,26,135,699,26,195,229,249
Franklin,1980,1028,182,0,32,8,142,846,25,274,289,258
Franklin,1981,1129,199,10,40,14,135,930,40,354,299,237
Franklin,1982,898,160,10,35,17,98,738,27,225,236,250
Franklin,1983,853,175,12,38,21,104,678,17,206,234,221
Franklin,1984,899,148,10,44,11,83,751,18,250,228,255
Franklin,1985,888,154,16,35,12,91,734,19,251,206,258
Franklin,1986,1030,152,13,40,18,81,878,33,358,239,248
Franklin,1987,1038,186,13,49,18,106,852,50,330,204,268
Franklin,1988,1039,197,10,48,33,106,842,47,348,166,281
Franklin,1989,1204,222,8,58,28,128,982,85,382,227,288
Franklin,1990,1401,293,26,81,49,137,1108,42,477,231,358
Franklin,1991,1288,298,13,54,53,178,990,31,364,262,333
Franklin,1992,1254,237,16,48,37,136,1017,10,435,217,355
Franklin,1993,1264,255,16,61,55,123,1009,14,350,241,404
Franklin,1994,1202,248,7,65,29,147,954,13,276,241,424
Franklin,1995,1233,301,15,71,29,186,932,17,242,299,374
Franklin,1996,1225,278,17,68,30,163,947,25,237,252,433
Franklin,1997,1198,304,41,54,45,164,894,29,239,214,412
Franklin,1998,1217,317,55,53,39,170,900,22,278,211,389
Franklin,1999,1398,287,32,59,38,158,1111,15,338,219,539
Franklin,2000,1260,280,30,57,43,150,980,21,287,210,462
Franklin,2001,1195,315,33,69,22,191,880,21,236,211,412
Franklin,2002,1292,366,53,87,37,189,926,40,230,201,455
Franklin,2003,1305,374,79,74,30,191,931,36,231,214,450
Franklin,2004,1417,412,96,60,30,226,1005,40,240,223,502
Franklin,2005,1246,363,44,82,31,206,883,25,211,211,436
Franklin,2006,1309,376,53,61,47,215,933,37,237,193,466
Franklin,2007,1290,357,85,49,33,190,933,45,240,212,436
Franklin,2008,1375,397,84,56,39,218,978,59,251,247,421
Franklin,2009,1342,381,75,66,42,198,961,51,233,216,461
Franklin,2010,1325,384,78,71,43,192,941,52,221,217,451
Franklin,2011,1372,384,68,49,38,229,988,64,234,242,448
Franklin,2012,1473,436,90,82,34,230,1037,49,240,256,492
Franklin,2013,1329,399,77,74,40,208,930,41,210,286,393
Franklin,2014,1310,394,116,55,31,192,916,83,200,271,362
Franklin,2015,1165,336,57,52,40,187,829,50,194,253,332
Franklin,2016,1218,367,102,49,31,185,851,83,167,258,343
Franklin,2017,1240,405,95,64,31,215,835,101,157,236,341
Fulton,1970,109,82,4,14,3,61,27,3,0,7,17
Fulton,1971,150,97,25,16,1,55,53,12,6,9,26
Fulton,1972,290,99,7,20,1,71,191,12,27,88,64
Fulton,1973,357,94,10,13,5,66,263,17,24,144,78
Fulton,1974,511,173,40,20,6,107,338,56,62,137,83
Fulton,1975,620,152,23,30,4,95,468,52,83,191,142
Fulton,1976,556,132,14,22,5,91,424,47,89,160,128
Fulton,1977,503,120,10,16,13,81,383,22,106,138,117
Fulton,1978,588,139,10,27,8,94,449,16,123,187,123
Fulton,1979,644,179,7,46,5,121,465,9,132,183,141
Fulton,1980,621,130,3,23,11,93,491,4,148,198,141
Fulton,1981,677,162,12,31,4,115,515,10,137,206,162
Fulton,1982,630,182,11,44,19,108,448,7,118,159,164
Fulton,1983,653,150,6,42,13,89,503,4,150,201,148
Fulton,1984,865,221,50,59,13,99,644,7,182,285,170
Fulton,1985,774,190,3,43,19,125,584,7,191,205,181
Fulton,1986,766,146,14,33,9,90,620,14,184,204,218
Fulton,1987,890,184,27,39,9,109,706,11,225,268,202
Fulton,1988,855,165,12,35,11,107,690,6,245,219,220
Fulton,1989,1000,183,13,47,7,116,817,0,267,289,261
Fulton,1990,987,205,5,48,25,127,782,6,276,236,264
Fulton,1991,1245,235,9,59,34,133,1010,13,267,365,365
Fulton,1992,1259,243,10,69,18,146,1016,12,312,325,367
Fulton,1993,1217,218,11,64,27,116,999,18,272,343,366
Fulton,1994,1334,275,8,65,27,175,1059,12,225,400,422
Fulton,1995,1519,289,43,56,32,158,1230,14,265,406,545
Fulton,1996,1617,329,26,79,37,187,1288,17,273,403,595
Fulton,1997,1512,266,23,64,24,155,1246,20,241,404,581
